id_venue,name_venue,type_venue
id_SAGEO,SAGEO,proceed
id_SAGT,SAGT,proceed
id_SAIC@COLING,SAIC@COLING,proceed
id_SAICSIT,SAICSIT,proceed
id_SAIG,SAIG,proceed
id_SAINT,SAINT,proceed
id_SAINT Workshops,SAINT Workshops,proceed
id_SAIS,SAIS,proceed
id_SAISMC,SAISMC,proceed
id_SAL@SIGIR,SAL@SIGIR,proceed
id_SALAD@ESWC,SALAD@ESWC,proceed
id_SAM,SAM,proceed
id_SAM@ACM Multimedia,SAM@ACM Multimedia,proceed
id_SAM@ICSE,SAM@ICSE,proceed
id_SAM@MM,SAM@MM,proceed
id_SAME,SAME,proceed
id_SAMI@iKNOW,SAMI@iKNOW,proceed
id_SAMOS,SAMOS,proceed
id_SAMT,SAMT,proceed
id_SAMT (Posters and Demos),SAMT (Posters and Demos),proceed
id_SANER,SANER,proceed
id_SANER (1),SANER (1),proceed
id_SAOA@JAIIO,SAOA@JAIIO,proceed
id_SAP,SAP,proceed
id_SAPA@INTERSPEECH,SAPA@INTERSPEECH,proceed
id_SAPIR,SAPIR,proceed
id_SAR,SAR,proceed
id_SARA,SARA,proceed
id_SAS,SAS,proceed
id_SASHIMI@MICCAI,SASHIMI@MICCAI,proceed
id_SASN,SASN,proceed
id_SASO,SASO,proceed
id_SASO Workshops,SASO Workshops,proceed
id_SASP,SASP,proceed
id_SASSUR@SAFECOMP,SASSUR@SAFECOMP,proceed
id_SAST,SAST,proceed
id_SAT,SAT,proceed
id_SAT (Selected Papers,SAT (Selected Papers,proceed
id_SAT (Selected Papers),SAT (Selected Papers),proceed
id_SAT@SMC,SAT@SMC,proceed
id_SATBI+SWIM,SATBI+SWIM,proceed
id_SATE,SATE,proceed
id_SATTOSE,SATTOSE,proceed
id_SATToSE,SATToSE,proceed
id_SAVCBS,SAVCBS,proceed
id_SAVE-SD@WWW,SAVE-SD@WWW,proceed
id_SAW,SAW,proceed
id_SBAC-PAD,SBAC-PAD,proceed
id_SBAC-PAD Workshop,SBAC-PAD Workshop,proceed
id_SBAC-PAD Workshops,SBAC-PAD Workshops,proceed
id_SBBD,SBBD,proceed
id_SBBD (Posters),SBBD (Posters),proceed
id_SBBD (Short Papers),SBBD (Short Papers),proceed
id_SBBD Companion,SBBD Companion,proceed
id_SBCARS,SBCARS,proceed
id_SBCCI,SBCCI,proceed
id_SBD@SIGMOD,SBD@SIGMOD,proceed
id_SBES,SBES,proceed
id_SBESC,SBESC,proceed
id_SBESX,SBESX,proceed
id_SBGAMES,SBGAMES,proceed
id_SBGames,SBGames,proceed
id_SBIA,SBIA,proceed
id_SBIM,SBIM,proceed
id_SBLP,SBLP,proceed
id_SBM,SBM,proceed
id_SBMF,SBMF,proceed
id_SBP,SBP,proceed
id_SBP-BRiMS,SBP-BRiMS,proceed
id_SBPM,SBPM,proceed
id_SBQS,SBQS,proceed
id_SBRC,SBRC,proceed
id_SBRN,SBRN,proceed
id_SBSC,SBSC,proceed
id_SBSI,SBSI,proceed
id_SBST,SBST,proceed
id_SBST@ICSE,SBST@ICSE,proceed
id_SC,SC,proceed
id_SC Companion,SC Companion,proceed
id_SC State of the Practice Reports,SC State of the Practice Reports,proceed
id_SC-GCE,SC-GCE,proceed
id_SC-HPRCTA,SC-HPRCTA,proceed
id_SC-MTAGS,SC-MTAGS,proceed
id_SC-WHPCF,SC-WHPCF,proceed
id_SC-WORKS,SC-WORKS,proceed
id_SCAI,SCAI,proceed
id_SCAI@EMNLP,SCAI@EMNLP,proceed
id_SCAKD@CLA,SCAKD@CLA,proceed
id_SCALA@ECOOP,SCALA@ECOOP,proceed
id_SCALA@ICFP,SCALA@ICFP,proceed
id_SCALA@SPLASH,SCALA@SPLASH,proceed
id_SCAM,SCAM,proceed
id_SCAN,SCAN,proceed
id_SCAV@CPSWeek,SCAV@CPSWeek,proceed
id_SCC,SCC,proceed
id_SCC@ASIACCS,SCC@ASIACCS,proceed
id_SCC@AsiaCCS,SCC@AsiaCCS,proceed
id_SCCC,SCCC,proceed
id_SCCG,SCCG,proceed
id_SCDM,SCDM,proceed
id_SCDS,SCDS,proceed
id_SCESM,SCESM,proceed
id_SCF,SCF,proceed
id_SCFA,SCFA,proceed
id_SCIA,SCIA,proceed
id_SCIA (1),SCIA (1),proceed
id_SCIA (2),SCIA (2),proceed
id_SCIE,SCIE,proceed
id_SCIS,SCIS,proceed
id_SCIS&ISIS,SCIS&ISIS,proceed
id_SCIS-ISIS,SCIS-ISIS,proceed
id_SCIS/IFIP8.6,SCIS/IFIP8.6,proceed
id_SCM,SCM,proceed
id_SCME-iStarT@ER,SCME-iStarT@ER,proceed
id_SCN,SCN,proceed
id_SCNLP@EMNLP 2017,SCNLP@EMNLP 2017,proceed
id_SCOPE@CPSIoTWeek,SCOPE@CPSIoTWeek,proceed
id_SCOPE@CPSWeek,SCOPE@CPSWeek,proceed
id_SCOPES,SCOPES,proceed
id_SCOR,SCOR,proceed
id_SCREAM@HPDC,SCREAM@HPDC,proceed
id_SCS,SCS,proceed
id_SCSC,SCSC,proceed
id_SCSE,SCSE,proceed
id_SCSS,SCSS,proceed
id_SCSS (1),SCSS (1),proceed
id_SCSS (2),SCSS (2),proceed
id_SCST@CHIIR,SCST@CHIIR,proceed
id_SCST@ECIR,SCST@ECIR,proceed
id_SCTDCP@ASE,SCTDCP@ASE,proceed
id_SCVMA,SCVMA,proceed
id_SCVT,SCVT,proceed
id_SCW,SCW,proceed
id_SC²,SC²,proceed
id_SC²@ISSAC,SC²@ISSAC,proceed
id_SC²@SYNASC,SC²@SYNASC,proceed
id_SDA,SDA,proceed
id_SDA@JCDL/TPDL,SDA@JCDL/TPDL,proceed
id_SDA@TPDL,SDA@TPDL,proceed
id_SDAD@ECML/PKDD,SDAD@ECML/PKDD,proceed
id_SDCTD@NAACL-HLT,SDCTD@NAACL-HLT,proceed
id_SDE,SDE,proceed
id_SDF,SDF,proceed
id_SDH,SDH,proceed
id_SDKB,SDKB,proceed
id_SDL Forum,SDL Forum,proceed
id_SDM,SDM,proceed
id_SDN-NFV@CODASPY,SDN-NFV@CODASPY,proceed
id_SDN-NFVSec@CODASPY,SDN-NFVSec@CODASPY,proceed
id_SDN4FNS,SDN4FNS,proceed
id_SDS,SDS,proceed
id_SDSW@ISWC,SDSW@ISWC,proceed
id_SDW,SDW,proceed
id_SDW@GIScience,SDW@GIScience,proceed
id_SDWP@ICWS,SDWP@ICWS,proceed
id_SDoW@ISWC,SDoW@ISWC,proceed
id_SE,SE,proceed
id_SE-CSE@ICSE,SE-CSE@ICSE,proceed
id_SE-HPCCSE@SC,SE-HPCCSE@SC,proceed
id_SE/SWM,SE/SWM,proceed
id_SE4COG@ICSE,SE4COG@ICSE,proceed
id_SE4HPCS@ICSE,SE4HPCS@ICSE,proceed
id_SE4SG,SE4SG,proceed
id_SE4SG@ICSE,SE4SG@ICSE,proceed
id_SE4Science@ICSE,SE4Science@ICSE,proceed
id_SE4Science@ICSE@ICSE,SE4Science@ICSE@ICSE,proceed
id_SE@VBL@LAK,SE@VBL@LAK,proceed
id_SEA,SEA,proceed
id_SEAA,SEAA,proceed
id_SEACHI@CHI,SEACHI@CHI,proceed
id_SEAD@ICSE,SEAD@ICSE,proceed
id_SEAFOOD,SEAFOOD,proceed
id_SEAL,SEAL,proceed
id_SEAMS,SEAMS,proceed
id_SEAMS@ICSE,SEAMS@ICSE,proceed
id_SEARIS,SEARIS,proceed
id_SEA²,SEA²,proceed
id_SEBD,SEBD,proceed
id_SEBIZ,SEBIZ,proceed
id_SEC,SEC,proceed
id_SECCO,SECCO,proceed
id_SECIII,SECIII,proceed
id_SECITC,SECITC,proceed
id_SECM@ICSE,SECM@ICSE,proceed
id_SECON,SECON,proceed
id_SECON Workshops,SECON Workshops,proceed
id_SECPerU,SECPerU,proceed
id_SECRYPT,SECRYPT,proceed
id_SECURIT,SECURIT,proceed
id_SECURWARE,SECURWARE,proceed
id_SEDA,SEDA,proceed
id_SEDE,SEDE,proceed
id_SEE,SEE,proceed
id_SEEDA-CECNSM,SEEDA-CECNSM,proceed
id_SEEM@ICSE,SEEM@ICSE,proceed
id_SEES,SEES,proceed
id_SEES@ICSE,SEES@ICSE,proceed
id_SEFAIAS@ICSE,SEFAIAS@ICSE,proceed
id_SEFM,SEFM,proceed
id_SEFM Satellite Events,SEFM Satellite Events,proceed
id_SEFM Workshops,SEFM Workshops,proceed
id_SEGS@CCS,SEGS@CCS,proceed
id_SEH@ICSE,SEH@ICSE,proceed
id_SEHC@ICSE,SEHC@ICSE,proceed
id_SEHS@ICSE,SEHS@ICSE,proceed
id_SEKE,SEKE,proceed
id_SELMAS,SELMAS,proceed
id_SEM,SEM,proceed
id_SEM4HPC@HPDC,SEM4HPC@HPDC,proceed
id_SEM4TRA-AMAR@SEMANTICS,SEM4TRA-AMAR@SEMANTICS,proceed
id_SEMANTICS,SEMANTICS,proceed
id_SEMANTICS Posters&Demos,SEMANTICS Posters&Demos,proceed
id_SEMANTICS Workshops,SEMANTICS Workshops,proceed
id_SEMANTiCS,SEMANTiCS,proceed
id_SEMANTiCS (Posters & Demos),SEMANTiCS (Posters & Demos),proceed
id_SEMANTiCS (Posters, Demos, SuCCESS),SEMANTiCS (Posters, Demos, SuCCESS),proceed
id_SEMCCO,SEMCCO,proceed
id_SEMCCO (1),SEMCCO (1),proceed
id_SEMCCO (2),SEMCCO (2),proceed
id_SEMCCO/FANCCO,SEMCCO/FANCCO,proceed
id_SEMITIC@ACL,SEMITIC@ACL,proceed
id_SEMITIC@COLING,SEMITIC@COLING,proceed
id_SEMITIC@EACL,SEMITIC@EACL,proceed
id_SEMPER@ESWC,SEMPER@ESWC,proceed
id_SEMPS,SEMPS,proceed
id_SEMS@ICSE,SEMS@ICSE,proceed
id_SENSAPPEAL,SENSAPPEAL,proceed
id_SENSEMINE@SenSys,SENSEMINE@SenSys,proceed
id_SENSEVAL,SENSEVAL,proceed
id_SENSEVAL@ACL,SENSEVAL@ACL,proceed
id_SENSORNETS,SENSORNETS,proceed
id_SEPDA@ISWC,SEPDA@ISWC,proceed
id_SEPS@SPLASH,SEPS@SPLASH,proceed
id_SEQUENCES,SEQUENCES,proceed
id_SER&IP@ICSE,SER&IP@ICSE,proceed
id_SER&IPs,SER&IPs,proceed
id_SERA,SERA,proceed
id_SERA (selected papers),SERA (selected papers),proceed
id_SERE,SERE,proceed
id_SERE (Companion),SERE (Companion),proceed
id_SERENE,SERENE,proceed
id_SERF@ESEC/SIGSOFT FSE,SERF@ESEC/SIGSOFT FSE,proceed
id_SERIAL@Middleware,SERIAL@Middleware,proceed
id_SERP4IoT@ICSE,SERP4IoT@ICSE,proceed
id_SERVE@AVI,SERVE@AVI,proceed
id_SERVICES,SERVICES,proceed
id_SERVICES I,SERVICES I,proceed
id_SERVICES II,SERVICES II,proceed
id_SESENA,SESENA,proceed
id_SESENA@ICSE,SESENA@ICSE,proceed
id_SESP@CCS Asia,SESP@CCS Asia,proceed
id_SESS,SESS,proceed
id_SESS@ICSE,SESS@ICSE,proceed
id_SESoS,SESoS,proceed
id_SESoS-WDES,SESoS-WDES,proceed
id_SESoS-WDES@ICSE,SESoS-WDES@ICSE,proceed
id_SESoS@ECOOP,SESoS@ECOOP,proceed
id_SESoS@ICSE,SESoS@ICSE,proceed
id_SET,SET,proceed
id_SETA,SETA,proceed
id_SETE@ICWL,SETE@ICWL,proceed
id_SETN,SETN,proceed
id_SETP,SETP,proceed
id_SETQALNLP,SETQALNLP,proceed
id_SETS@ABZ,SETS@ABZ,proceed
id_SETSS,SETSS,proceed
id_SETTA,SETTA,proceed
id_SEUH,SEUH,proceed
id_SEUS,SEUS,proceed
id_SEUS/WCCIA,SEUS/WCCIA,proceed
id_SEW,SEW,proceed
id_SEW Tutorial Notes,SEW Tutorial Notes,proceed
id_SEW@NAACL-HLT,SEW@NAACL-HLT,proceed
id_SEWCN,SEWCN,proceed
id_SEiA,SEiA,proceed
id_SEiA@ICSE,SEiA@ICSE,proceed
id_SEmotion@ICSE,SEmotion@ICSE,proceed
id_SEsCPS@ICSE,SEsCPS@ICSE,proceed
id_SFCM,SFCM,proceed
id_SFCS@ASIACCS,SFCS@ASIACCS,proceed
id_SFM,SFM,proceed
id_SFSW,SFSW,proceed
id_SFSW@ESWC,SFSW@ESWC,proceed
id_SG-CRC,SG-CRC,proceed
id_SGAI Conf.,SGAI Conf.,proceed
id_SGAI Conf. (Applications),SGAI Conf. (Applications),proceed
id_SGAMES,SGAMES,proceed
id_SGDA,SGDA,proceed
id_SGP Posters,SGP Posters,proceed
id_SHAPES,SHAPES,proceed
id_SHARK,SHARK,proceed
id_SHARK/ADI@ICSE,SHARK/ADI@ICSE,proceed
id_SHARK@ICSE,SHARK@ICSE,proceed
id_SHB,SHB,proceed
id_SHCIS@DAIS,SHCIS@DAIS,proceed
id_SI3D,SI3D,proceed
id_SIACG,SIACG,proceed
id_SIAM Conf. on Control and its Applications,SIAM Conf. on Control and its Applications,proceed
id_SIBGRAPI,SIBGRAPI,proceed
id_SIBGRAPI Tutorials,SIBGRAPI Tutorials,proceed
id_SICE,SICE,proceed
id_SICSA ReaLX,SICSA ReaLX,proceed
id_SIDEWAYS@LREC,SIDEWAYS@LREC,proceed
id_SIES,SIES,proceed
id_SIGAL International Symposium on Algorithms,SIGAL International Symposium on Algorithms,proceed
id_SIGAda,SIGAda,proceed
id_SIGBDP-SIGCPR,SIGBDP-SIGCPR,proceed
id_SIGCOMM,SIGCOMM,proceed
id_SIGCOMM Posters and Demos,SIGCOMM Posters and Demos,proceed
id_SIGCPR,SIGCPR,proceed
id_SIGCSE,SIGCSE,proceed
id_SIGDIAL Conference,SIGDIAL Conference,proceed
id_SIGDIAL Workshop,SIGDIAL Workshop,proceed
id_SIGDOC,SIGDOC,proceed
id_SIGFIDET Workshop,SIGFIDET Workshop,proceed
id_SIGFIDET Workshop, Vol. 1,SIGFIDET Workshop, Vol. 1,proceed
id_SIGFIDET Workshop, Vol. 2,SIGFIDET Workshop, Vol. 2,proceed
id_SIGGRAPH,SIGGRAPH,proceed
id_SIGGRAPH (Art Show Catalog),SIGGRAPH (Art Show Catalog),proceed
id_SIGGRAPH (Panels),SIGGRAPH (Panels),proceed
id_SIGGRAPH (Visual Proceedings),SIGGRAPH (Visual Proceedings),proceed
id_SIGGRAPH ASIA (Art + Tech Showcase),SIGGRAPH ASIA (Art + Tech Showcase),proceed
id_SIGGRAPH ASIA (Computer Animation Festival),SIGGRAPH ASIA (Computer Animation Festival),proceed
id_SIGGRAPH ASIA (Courses),SIGGRAPH ASIA (Courses),proceed
id_SIGGRAPH ASIA (Posters),SIGGRAPH ASIA (Posters),proceed
id_SIGGRAPH ASIA (Sketches),SIGGRAPH ASIA (Sketches),proceed
id_SIGGRAPH ASIA Animations,SIGGRAPH ASIA Animations,proceed
id_SIGGRAPH ASIA Art Gallery,SIGGRAPH ASIA Art Gallery,proceed
id_SIGGRAPH ASIA Art Gallery & Emerging Technologies,SIGGRAPH ASIA Art Gallery & Emerging Technologies,proceed
id_SIGGRAPH ASIA Autonomous Virtual Humans and Social Robot for Telepresence,SIGGRAPH ASIA Autonomous Virtual Humans and Social Robot for Telepresence,proceed
id_SIGGRAPH ASIA Computer Animation Festival,SIGGRAPH ASIA Computer Animation Festival,proceed
id_SIGGRAPH ASIA Courses,SIGGRAPH ASIA Courses,proceed
id_SIGGRAPH ASIA Crafting Spirituality,SIGGRAPH ASIA Crafting Spirituality,proceed
id_SIGGRAPH ASIA Creating Virtual Environments,SIGGRAPH ASIA Creating Virtual Environments,proceed
id_SIGGRAPH ASIA Creative Shape Modeling and Design,SIGGRAPH ASIA Creative Shape Modeling and Design,proceed
id_SIGGRAPH ASIA Designing Tools For Crafting Interactive Artifacts,SIGGRAPH ASIA Designing Tools For Crafting Interactive Artifacts,proceed
id_SIGGRAPH ASIA Educators Program,SIGGRAPH ASIA Educators Program,proceed
id_SIGGRAPH ASIA Emerging Technologies,SIGGRAPH ASIA Emerging Technologies,proceed
id_SIGGRAPH ASIA Indoor Scene Understanding Where Graphics Meets Vision,SIGGRAPH ASIA Indoor Scene Understanding Where Graphics Meets Vision,proceed
id_SIGGRAPH ASIA Mobile Graphics and Interactive Applications,SIGGRAPH ASIA Mobile Graphics and Interactive Applications,proceed
id_SIGGRAPH ASIA Posters,SIGGRAPH ASIA Posters,proceed
id_SIGGRAPH ASIA Symposium on Education,SIGGRAPH ASIA Symposium on Education,proceed
id_SIGGRAPH ASIA Symposium on Education: Talks,SIGGRAPH ASIA Symposium on Education: Talks,proceed
id_SIGGRAPH ASIA Technical Briefs,SIGGRAPH ASIA Technical Briefs,proceed
id_SIGGRAPH ASIA VR Showcase,SIGGRAPH ASIA VR Showcase,proceed
id_SIGGRAPH ASIA Virtual Reality meets Physical Reality,SIGGRAPH ASIA Virtual Reality meets Physical Reality,proceed
id_SIGGRAPH Abstracts and Applications,SIGGRAPH Abstracts and Applications,proceed
id_SIGGRAPH Appy Hour,SIGGRAPH Appy Hour,proceed
id_SIGGRAPH Art Gallery,SIGGRAPH Art Gallery,proceed
id_SIGGRAPH Art Papers,SIGGRAPH Art Papers,proceed
id_SIGGRAPH Asia,SIGGRAPH Asia,proceed
id_SIGGRAPH Asia Art Papers,SIGGRAPH Asia Art Papers,proceed
id_SIGGRAPH Asia Courses,SIGGRAPH Asia Courses,proceed
id_SIGGRAPH Asia Emerging Technologies,SIGGRAPH Asia Emerging Technologies,proceed
id_SIGGRAPH Asia Haptic Media And Contents Design,SIGGRAPH Asia Haptic Media And Contents Design,proceed
id_SIGGRAPH Asia Head-Up Displays and their Applications,SIGGRAPH Asia Head-Up Displays and their Applications,proceed
id_SIGGRAPH Asia Mobile Graphics and Interactive Applications,SIGGRAPH Asia Mobile Graphics and Interactive Applications,proceed
id_SIGGRAPH Asia Posters,SIGGRAPH Asia Posters,proceed
id_SIGGRAPH Asia R&D in the Video Game Industry,SIGGRAPH Asia R&D in the Video Game Industry,proceed
id_SIGGRAPH Asia Symposium on Education,SIGGRAPH Asia Symposium on Education,proceed
id_SIGGRAPH Asia Symposium on Visualization,SIGGRAPH Asia Symposium on Visualization,proceed
id_SIGGRAPH Asia Technical Briefs,SIGGRAPH Asia Technical Briefs,proceed
id_SIGGRAPH Asia Visualization in High Performance Computing,SIGGRAPH Asia Visualization in High Performance Computing,proceed
id_SIGGRAPH Asia XR,SIGGRAPH Asia XR,proceed
id_SIGGRAPH Award Recipients,SIGGRAPH Award Recipients,proceed
id_SIGGRAPH Computer Animation Fesitval,SIGGRAPH Computer Animation Fesitval,proceed
id_SIGGRAPH Computer Animation Festival,SIGGRAPH Computer Animation Festival,proceed
id_SIGGRAPH Course Notes,SIGGRAPH Course Notes,proceed
id_SIGGRAPH Courses,SIGGRAPH Courses,proceed
id_SIGGRAPH Educator's Forum,SIGGRAPH Educator's Forum,proceed
id_SIGGRAPH Educators Program,SIGGRAPH Educators Program,proceed
id_SIGGRAPH Electronic Art and Animation Catalog,SIGGRAPH Electronic Art and Animation Catalog,proceed
id_SIGGRAPH Emerging Technologies,SIGGRAPH Emerging Technologies,proceed
id_SIGGRAPH Mobile,SIGGRAPH Mobile,proceed
id_SIGGRAPH Music & Audio,SIGGRAPH Music & Audio,proceed
id_SIGGRAPH New Tech Demos,SIGGRAPH New Tech Demos,proceed
id_SIGGRAPH Panels,SIGGRAPH Panels,proceed
id_SIGGRAPH Posters,SIGGRAPH Posters,proceed
id_SIGGRAPH Production Sessions,SIGGRAPH Production Sessions,proceed
id_SIGGRAPH Real-Time Live!,SIGGRAPH Real-Time Live!,proceed
id_SIGGRAPH Research Posters,SIGGRAPH Research Posters,proceed
id_SIGGRAPH Sketches,SIGGRAPH Sketches,proceed
id_SIGGRAPH Special Sessions,SIGGRAPH Special Sessions,proceed
id_SIGGRAPH Studio,SIGGRAPH Studio,proceed
id_SIGGRAPH Studio Talks,SIGGRAPH Studio Talks,proceed
id_SIGGRAPH Talks,SIGGRAPH Talks,proceed
id_SIGGRAPH VR Village,SIGGRAPH VR Village,proceed
id_SIGGRAPH Visual Proceedings,SIGGRAPH Visual Proceedings,proceed
id_SIGGRAPH Web Graphics,SIGGRAPH Web Graphics,proceed
id_SIGGRAPH Web Program,SIGGRAPH Web Program,proceed
id_SIGHAN,SIGHAN,proceed
id_SIGHAN@ACL,SIGHAN@ACL,proceed
id_SIGHAN@COLING,SIGHAN@COLING,proceed
id_SIGHAN@COLING/ACL,SIGHAN@COLING/ACL,proceed
id_SIGHAN@IJCNLP,SIGHAN@IJCNLP,proceed
id_SIGHAN@IJCNLP 2005,SIGHAN@IJCNLP 2005,proceed
id_SIGIR,SIGIR,proceed
id_SIGIR Workshop: Distributed Multimedia Information Retrieval,SIGIR Workshop: Distributed Multimedia Information Retrieval,proceed
id_SIGIR Workshop: Information Retrieval Techniques for Speech Applications,SIGIR Workshop: Information Retrieval Techniques for Speech Applications,proceed
id_SIGITE,SIGITE,proceed
id_SIGITE Conference,SIGITE Conference,proceed
id_SIGLEX Workshop,SIGLEX Workshop,proceed
id_SIGMAP,SIGMAP,proceed
id_SIGMETRICS,SIGMETRICS,proceed
id_SIGMETRICS (Abstracts),SIGMETRICS (Abstracts),proceed
id_SIGMETRICS/Performance,SIGMETRICS/Performance,proceed
id_SIGMIS-CPR,SIGMIS-CPR,proceed
id_SIGMOD Conference,SIGMOD Conference,proceed
id_SIGMOD PhD Symposium,SIGMOD PhD Symposium,proceed
id_SIGMOD Workshop, Vol. 1,SIGMOD Workshop, Vol. 1,proceed
id_SIGMOD Workshop, Vol. 2,SIGMOD Workshop, Vol. 2,proceed
id_SIGMOD/PODS Ph.D. Symposium,SIGMOD/PODS Ph.D. Symposium,proceed
id_SIGMOD/PODS PhD Symposium,SIGMOD/PODS PhD Symposium,proceed
id_SIGMORPHON,SIGMORPHON,proceed
id_SIGMORPHON/SIGFSM,SIGMORPHON/SIGFSM,proceed
id_SIGMORPHON@ACL,SIGMORPHON@ACL,proceed
id_SIGMORPHON@EACL,SIGMORPHON@EACL,proceed
id_SIGPHON@COLING/ACL,SIGPHON@COLING/ACL,proceed
id_SIGPHON@EACL,SIGPHON@EACL,proceed
id_SIGPLAN Symposium on Compiler Construction,SIGPLAN Symposium on Compiler Construction,proceed
id_SIGPLAN Workshop,SIGPLAN Workshop,proceed
id_SIGRAD,SIGRAD,proceed
id_SIGSAND,SIGSAND,proceed
id_SIGSAND-EUROPE,SIGSAND-EUROPE,proceed
id_SIGSAND/PLAIS,SIGSAND/PLAIS,proceed
id_SIGSIM-PADS,SIGSIM-PADS,proceed
id_SIGSMALL/PC,SIGSMALL/PC,proceed
id_SIGSMALL/PC Symposium,SIGSMALL/PC Symposium,proceed
id_SIGSMALL/SIGMOD Symposium,SIGSMALL/SIGMOD Symposium,proceed
id_SIGSOFT FSE,SIGSOFT FSE,proceed
id_SIGSOFT FSE/ESEC,SIGSOFT FSE/ESEC,proceed
id_SIGSPATIAL PhD Symposium,SIGSPATIAL PhD Symposium,proceed
id_SIGSPATIAL PhD Workshop,SIGSPATIAL PhD Workshop,proceed
id_SIGSPATIAL/GIS,SIGSPATIAL/GIS,proceed
